Gene,Rv0019c,Rv0020c,Rv0022c,Rv0023,Rv0038,Rv0042c,Rv0043c,Rv0047c,Rv0054,Rv0067c,Rv0078,Rv0081,Rv0117,Rv0135c,Rv0144,Rv0158,Rv0165c,Rv0182c,Rv0195,Rv0212c,Rv0232,Rv0238,Rv0260c,Rv0273c,Rv0275c,Rv0302,Rv0324,Rv0328,Rv0330c,Rv0339c,Rv0348,Rv0353,Rv0377,Rv0445c,Rv0452,Rv0465c,Rv0472c,Rv0474,Rv0485,Rv0491,Rv0494,Rv0560c,Rv0576,Rv0586,Rv0599c,Rv0602c,Rv0608,Rv0623,Rv0653c,Rv0674,Rv0678,Rv0681,Rv0691c,Rv0735,Rv0737,Rv0744c,Rv0757,Rv0767c,Rv0792c,Rv0818,Rv0821c,Rv0823c,Rv0827c,Rv0844c,Rv0880,Rv0891c,Rv0894,Rv0903c,Rv0967,Rv0981,Rv1019,Rv1027c,Rv1033c,Rv1049,Rv1129c,Rv1151c,Rv1152,Rv1167c,Rv1176c,Rv1186c,Rv1189,Rv1219c,Rv1221,Rv1255c,Rv1267c,Rv1287,Rv1332,Rv1353c,Rv1358,Rv1359,Rv1379,Rv1395,Rv1404,Rv1423,Rv1453,Rv1460,Rv1473A,Rv1474c,Rv1556,Rv1560,Rv1626,Rv1657,Rv1674c,Rv1675c,Rv1719,Rv1725c,Rv1740,Rv1773c,Rv1776c,Rv1816,Rv1828,Rv1830,Rv1846c,Rv1909c,Rv1931c,Rv1956,Rv1960c,Rv1963c,Rv1985c,Rv1990c,Rv1994c,Rv2009,Rv2011c,Rv2017,Rv2021c,Rv2034,Rv2069,Rv2160A,Rv2160c,Rv2175c,Rv2242,Rv2250c,Rv2258c,Rv2282c,Rv2324,Rv2359,Rv2374c,Rv2478c,Rv2488c,Rv2506,Rv2595,Rv2621c,Rv2640c,Rv2642,Rv2703,Rv2710,Rv2711,Rv2720,Rv2745c,Rv2760c,Rv2779c,Rv2788,Rv2827c,Rv2884,Rv2887,Rv2912c,Rv2986c,Rv2989,Rv3050c,Rv3055,Rv3058c,Rv3060c,Rv3066,Rv3082c,Rv3095,Rv3124,Rv3133c,Rv3143,Rv3160c,Rv3164c,Rv3167c,Rv3173c,Rv3183,Rv3197A,Rv3208,Rv3219,Rv3223c,Rv3246c,Rv3249c,Rv3260c,Rv3286c,Rv3291c,Rv3295,Rv3301c,Rv3328c,Rv3334,Rv3405c,Rv3414c,Rv3416,Rv3417c,Rv3488,Rv3557c,Rv3574,Rv3583c,Rv3597c,Rv3676,Rv3681c,Rv3692,Rv3736,Rv3744,Rv3765c,Rv3830c,Rv3833,Rv3840,Rv3849,Rv3852,Rv3855,Rv3862c,Rv3911
Rv1196,0.981515524,0.998157692,0.324572287,0.418663089,0.999994718,0.869528112,0.795905044,0.812443927,0.985577039,0.975022388,0.839174953,0.583432164,0.98478357,0.922625831,0.965817296,0.846867944,0.972928847,0.747561589,0.769776094,0.914045489,0.199831918,0.45078584,0.539417823,0.942233075,0.986884839,0.985567594,0.401591854,0.871283054,0.948057666,0.847777787,0.761900465,0.611526545,0.958854173,0.893254169,0.541738272,0.982294543,0.908654513,0.800849684,0.98403601,0.999472501,0.439648234,0.847033803,0.620065385,0.685725735,0.999725397,0.316937748,0.999279794,0.999986508,0.861488401,0.990485768,0.861963203,0.998889861,0.999587585,0.993509014,0.960262718,0.584258316,0.521983726,0.988183434,0.980178153,0.675454688,0.850112024,0.999656657,0.952806337,0.999889049,0.973219329,0.980461806,0.967793882,0.999836315,0.999608835,0.990733429,0.925643049,0.176028707,0.924518342,0.8293815,0.981959228,0.96423172,0.94238096,0.994013622,0.941550215,0.927246095,0.916120152,0.536480599,0.409356793,0.843742139,0.999135943,0.782308407,0.49847023,0.90545003,0.796819863,0.999456661,0.996510622,0.174930767,0.979845214,0.93665655,0.817459386,0.909274888,0.812809034,0.999988364,0.985448063,0.868248865,0.958948673,0.908829145,0.999977825,0.998660929,0.871460116,0.95011608,0.999348018,0.999869325,0.792265615,0.982684697,0.989505349,0.930866134,0.940706238,0.671077691,0.680314167,0.346300164,0.997759476,0.948065737,0.759431016,0.796739473,0.19829652,0.999733896,0.987620429,0.991208608,0.782299365,0.429734962,0.994821572,0.999031786,0.945275569,0.813638878,0.844523781,0.264195947,0.92533917,0.953210363,0.947989207,0.999691562,0.970966746,0.846372524,0.999775696,0.932674253,0.596714613,0.999571686,0.994036992,0.904174743,0.96375749,0.677163868,0.779366882,0.653821493,0.838014269,0.999303986,0.695073368,0.363107677,0.58414011,0.199189,0.181214396,0.9358207,0.899899701,0.981111363,0.514594667,0.797571534,0.173677283,0.599742153,0.721955069,0.999391798,0.446416728,0.999091872,0.930002008,0.999348058,0.999974491,0.754077386,0.771546403,0.969935352,0.970500603,0.999493548,0.916135945,0.99992349,0.83320516,0.807314621,0.952686946,0.746039282,0.86103651,0.812610773,0.88582764,0.999934615,0.911389071,0.98526102,0.98407715,0.999898385,0.722825519,0.904127154,0.96222095,0.812722458,0.925797845,0.99062486,0.955847056,0.991524863,0.999972975,0.999157361,0.980876088,0.868449446,0.605999808,0.999473323,0.997919843,0.93328133,0.788086702,0.836688748,0.931132675,0.913249882,0.379738891
Rv1197,0.974190302,0.996556748,0.949656516,0.958460638,0.999994718,0.980587429,0.867614931,0.999702635,0.86500294,0.992901894,0.726274477,0.67831217,0.980917721,0.838659414,0.991231387,0.96334273,0.963556682,0.860091553,0.598332403,0.988427397,0.380038209,0.791312596,0.971168677,0.925661972,0.836604754,0.987371004,0.797722218,0.692656729,0.993821976,0.864250809,0.923152808,0.929028423,0.96420874,0.854537493,0.06289792,0.965399785,0.947623865,0.881236943,0.98403601,0.999472501,0.825638245,0.917012717,0.266378271,0.663267922,0.999725397,0.532075605,0.999279794,0.999986508,0.440771062,0.956971259,0.982407064,0.998889861,0.999587585,0.903742688,0.960262718,0.906062184,0.454834411,0.948443006,0.974640592,0.773546636,0.908350286,0.999656657,0.944047788,0.999889049,0.959542669,0.881501194,0.964551491,0.999836315,0.999608835,0.930904336,0.983972931,0.120098314,0.927685921,0.682192411,0.991487946,0.944631402,0.75280926,0.975852449,0.944906167,0.76484919,0.902542901,0.849361355,0.39654858,0.936164317,0.999135943,0.539378491,0.361483101,0.965472299,0.791672818,0.999456661,0.983824724,0.120569315,0.908692119,0.838772601,0.989985671,0.991475454,0.987138824,0.999226035,0.984690319,0.357847676,0.877548197,0.972240762,0.999977825,0.998660929,0.997361564,0.938389252,0.999348018,0.999869325,0.989275816,0.937889519,0.983069709,0.865088082,0.956393436,0.657065325,0.994908861,0.120209973,0.996842714,0.846473474,0.750763872,0.986294891,0.12407601,0.999733896,0.719171282,0.991208608,0.97942601,0.486290104,0.995706101,0.999031786,0.906966373,0.876589818,0.625081172,0.750147422,0.967694095,0.970930177,0.937452013,0.999691562,0.865407019,0.805158426,0.999775696,0.954284853,0.503788314,0.999571686,0.91999385,0.947346977,0.917483465,0.453508908,0.646193031,0.537032423,0.963848701,0.999303986,0.779524406,0.460645864,0.536826481,0.337432723,0.510912203,0.990442472,0.686726351,0.984538273,0.378100703,0.976903454,0.581534037,0.77430694,0.082007663,0.999391798,0.52162025,0.982204878,0.633178812,0.999348058,0.999974491,0.633672901,0.542993515,0.880665598,0.969956185,0.999493548,0.694772008,0.99992349,0.718477582,0.936304276,0.595714553,0.748952037,0.575805239,0.699961954,0.875865751,0.999934615,0.719039333,0.995712313,0.912482301,0.999898385,0.342521457,0.635389654,0.96222095,0.837335314,0.523545837,0.990372384,0.971314261,0.788756091,0.999972975,0.999157361,0.944795197,0.905172748,0.822790136,0.999473323,0.997533672,0.880605913,0.611957375,0.958190605,0.933672944,0.48872685,0.947994589
Rv1198,0.997080516,0.996556748,0.968745236,0.840258855,0.999994718,0.959797809,0.699969733,0.8820763,0.77873364,0.990144515,0.710845836,0.459377665,0.983086453,0.864826564,0.966604278,0.843426443,0.928468768,0.961877506,0.734158937,0.818400028,0.276999449,0.714645563,0.490820553,0.788388988,0.893399197,0.97298605,0.772644039,0.886997278,0.948057666,0.915734205,0.964797099,0.858252885,0.975521421,0.856459082,0.156321375,0.807188753,0.935570084,0.937542103,0.98403601,0.999472501,0.794200466,0.849007791,0.244476732,0.618903958,0.999725397,0.376727059,0.999279794,0.999986508,0.440771062,0.96104681,0.936856807,0.998889861,0.999587585,0.943333084,0.960262718,0.977753757,0.359585432,0.781592632,0.990723823,0.832695718,0.965752322,0.999656657,0.970902446,0.999889049,0.909449079,0.924237519,0.956846087,0.999836315,0.999608835,0.97872474,0.984082949,0.067545359,0.952030451,0.57795664,0.971313404,0.962267762,0.817062842,0.950015022,0.932695422,0.981451676,0.886483186,0.842034137,0.324094365,0.903663161,0.999135943,0.981809688,0.504701138,0.88649826,0.501794234,0.999456661,0.998280315,0.044298995,0.957342957,0.844970821,0.743670401,0.971674883,0.913586265,0.999226035,0.984690319,0.666116005,0.901200794,0.970453928,0.999977825,0.998660929,0.867963144,0.95161625,0.999348018,0.999869325,0.98973235,0.9441842,0.902052164,0.913963117,0.970346134,0.654449365,0.850604571,0.391425072,0.996295411,0.954586048,0.654671202,0.92268122,0.187820323,0.999733896,0.784101323,0.991208608,0.866558756,0.525773564,0.994821572,0.999031786,0.897722539,0.826065668,0.697937682,0.386906156,0.959419802,0.98772585,0.92413915,0.999691562,0.994778548,0.770415267,0.999775696,0.953001786,0.307154692,0.999571686,0.997523647,0.992515681,0.997348247,0.396709652,0.712698388,0.428456185,0.982276714,0.999303986,0.868547448,0.661913363,0.407115974,0.334433166,0.339331648,0.762380287,0.676808506,0.967153707,0.709221985,0.999203347,0.357737263,0.652780093,0.070440905,0.999391798,0.435885875,0.98831256,0.843404129,0.99945868,0.999974491,0.726257607,0.669351403,0.974494703,0.969956185,0.999493548,0.937917206,0.99992349,0.683980011,0.798776973,0.776628027,0.829287692,0.723710976,0.815961494,0.71946729,0.999934615,0.815982688,0.98929701,0.880487352,0.999898385,0.448325234,0.980886573,0.985753188,0.723656973,0.792215259,0.982484515,0.815549147,0.87661945,0.999972975,0.999157361,0.985429568,0.989737619,0.552776472,0.999473323,0.998540489,0.807111046,0.811544471,0.890563157,0.962883512,0.890117528,0.933099607
Rv1199c,0.985635143,0.986558166,0.896068125,0.503162966,0.999994718,0.923193007,0.875926135,0.92218349,0.842971743,0.932669913,0.330871072,0.721726211,0.983086453,0.939652456,0.996239987,0.770173379,0.963215118,0.600449303,0.845558846,0.993207619,0.555559645,0.033896345,0.934425743,0.700901712,0.992418449,0.991335854,0.389777539,0.379518625,0.991784099,0.598549322,0.971558195,0.761227232,0.937699129,0.893254169,0.937672277,0.523773006,0.992707148,0.401150864,0.98403601,0.999472501,0.135866276,0.840327443,0.000238523,0.818527679,0.999725397,0.92636586,0.999279794,0.999986508,0.999945004,0.945567417,0.494244339,0.998889861,0.999587585,0.929327425,0.971851208,0.622858893,0.847319229,0.733088467,0.972319676,0.09737717,0.817464345,0.999656657,0.973087569,0.999889049,0.939112322,0.630402931,0.956846087,0.999836315,0.999608835,0.893529107,0.96395757,0.570287676,0.988415035,0.559806092,0.97330005,0.973603866,0.844118504,0.899446458,0.619099453,0.102200144,0.96638632,0.330055063,0.933628654,0.658277198,0.999135943,0.863423178,0.581316058,0.875216315,0.474797172,0.999456661,0.999128371,0.611499992,0.961213927,0.543561311,0.907537734,0.970855308,0.891244495,0.999988364,0.984803943,0.739465821,0.727917033,0.71984215,0.999977825,0.998660929,0.678280554,0.791610164,0.999348018,0.999869325,0.864712106,0.764817653,0.956301779,0.902594698,0.825348036,0.935081715,0.808002705,0.224211499,0.996295411,0.536690387,0.763165277,0.914989069,0.132693869,0.999733896,0.81062098,0.991208608,0.845475645,0.998240821,0.994821572,0.999031786,0.910040362,0.990354512,0.498502609,0.001930851,0.934231542,0.970930177,0.987544982,0.999691562,0.705839384,0.7317442,0.999775696,0.992625069,0.925270693,0.999571686,0.9708081,0.867383524,0.046360855,0.114765234,0.584756132,0.998992194,0.909441888,0.999303986,0.744746673,0.011616241,0.787602831,0.230574121,0.000172329,0.417182673,0.97562166,0.62109737,0.280217636,0.997933596,0.716991395,0.503109345,0.939283183,0.999391798,0.007086123,0.991788151,0.252468135,0.999348058,0.999974491,0.880227124,0.769134293,0.792404934,0.970500603,0.999493548,0.213791949,0.99992349,0.105656449,0.915509005,0.896107549,0.008412525,0.680062717,0.113741922,0.592080114,0.999934615,0.37997767,0.983038728,0.950336643,0.999898385,0.74178565,0.138630397,0.96222095,0.161188677,0.168756653,0.992898558,0.389410301,0.631423145,0.999972975,0.999157361,0.936379638,0.963788513,0.114704287,0.999473323,0.998540489,0.88340055,0.030691681,0.726346943,0.803698692,0.401174092,0.453971424
Rv1200,0.980032765,0.914616515,0.003413257,6.89E-06,0.999994718,0.804010221,0.717331754,0.820561988,0.985283349,0.880293472,0.574122528,0.020793163,0.98478357,0.82794104,0.975389684,0.900274965,0.955927293,0.627445563,0.914163209,0.44476214,0.853565115,0.967485765,0.109500877,0.94197156,0.998552198,0.987371004,0.000678528,0.500867125,0.948057666,0.717926923,0.987554014,0.869351256,0.956023676,0.783727258,0.327889331,0.994858495,0.955055003,0.450540308,0.98403601,0.999472501,0.730955014,0.673254907,0.678881038,0.428553863,0.999725397,0.197606596,0.999279794,0.999986508,0.402343529,0.993249656,0.716842278,0.998889861,0.999587585,0.408438221,0.972946009,0.42846441,0.002630563,0.435938323,0.964245839,1.04E-05,0.866454621,0.999656657,0.987095912,0.999889049,0.014349831,0.518544313,0.956846087,0.999836315,0.999608835,0.913806057,0.700813546,0.517375304,0.700327092,0.813524207,0.977950523,0.9363663,0.982463737,0.716618084,0.936615683,0.916563189,0.863979217,0.579162087,0.031238355,0.821868353,0.999135943,0.170610379,0.597215014,0.471519691,0.98326693,0.999456661,0.997372744,0.806022376,0.279467048,0.023514768,0.765832319,0.883947846,0.384649202,0.999226035,0.993901105,0.868248865,0.779983774,0.998398445,0.999977825,0.998660929,0.864127439,0.827903506,0.999348018,0.999869325,0.246423306,0.108671277,0.688779848,0.42746268,0.717067933,0.500444013,0.853828,0.214048948,0.996198728,0.419167354,0.89340367,0.888328003,0.941824223,0.999733896,4.54E-06,0.991208608,0.859936823,0.354278948,0.994821572,0.999031786,0.954967358,0.374254019,0.671011677,0.542839834,0.334610475,0.995310354,0.914793206,0.999691562,0.920587753,0.80538115,0.999775696,0.824869163,0.000809456,0.999571686,0.9708081,0.720008341,0.94459102,0.689829977,0.56421676,0.242440383,0.838982173,0.999303986,0.498794428,0.480807277,0.303454969,0.248653218,0.92509096,0.934821932,0.911936859,0.835272643,0.828857985,0.928968779,0.386757789,0.558775483,0.796904803,0.999391798,0.994796023,0.953653696,0.060907219,0.999348058,0.999974491,0.874514547,0.93937226,0.760322778,0.988030927,0.999493548,0.077887732,0.99992349,0.8124676,0.510475704,0.675603019,0.04659132,0.38816025,0.766279681,0.952664452,0.999934615,0.315634107,0.986587415,0.982896331,0.999898385,0.002247361,0.046095588,0.96222095,0.7904685,0.708175635,0.99062486,0.729607004,0.366299524,0.999972975,0.999157361,0.968265859,0.764051354,0.841921704,0.999473323,0.997533672,0.974358697,0.005922263,0.57980758,0.860086985,0.415216225,0.011072206
Rv1201c,0.99689779,0.954136456,0.951701701,0.074180156,0.999994718,0.9416352,0.756863217,0.450807669,0.995169503,0.969577199,0.048452484,0.001854485,0.970621817,0.599212283,0.91692604,0.86606415,0.900554882,0.797156564,0.704274216,0.886396331,0.772022898,0.516773001,0.001156258,0.82130305,0.96461891,0.987371004,0.003027009,0.978142872,0.948057666,0.583120471,0.899657023,0.046303247,0.958760933,0.98499713,0.892544378,0.411422151,0.98717558,0.488449815,0.98403601,0.999472501,0.827723901,0.630988249,0.034485178,0.354348272,0.999725397,0.951653812,0.999279794,0.999986508,0.898051993,0.935538242,0.391356983,0.998889861,0.999587585,0.93373132,0.960262718,0.674689019,0.00148154,0.919742731,0.980178153,8.12E-15,0.561227064,0.999656657,0.977171746,0.999889049,0.478292581,0.592729977,0.956846087,0.999836315,0.999608835,0.989233552,0.941585177,0.899421362,0.96450367,0.035913053,0.92913327,0.978145227,0.938765154,0.774896715,0.722348663,0.201830477,0.799412209,0.076450452,0.135241188,0.62473919,0.999135943,0.970322465,0.236937775,0.723306746,0.688041147,0.999456661,0.99465322,0.460694829,0.864297821,0.084728305,0.860510119,0.894739039,0.53571388,0.999226035,0.996598452,0.994193363,0.980825495,0.722139821,0.999977825,0.998660929,0.84493842,0.714315562,0.999348018,0.999869325,0.893199183,0.999296738,0.778945876,0.815938149,0.976529567,0.332729006,0.577657204,0.772584943,0.996198728,0.390893776,0.987867628,0.958672835,0.232264243,0.999733896,0.731538187,0.991208608,0.827755231,0.079604364,0.994821572,0.999031786,0.897722539,0.883115265,0.757665102,0.005157622,0.892807358,0.986505222,0.244028645,0.999691562,0.649766696,0.991030111,0.999775696,0.868318229,0.908338154,0.999571686,0.854816276,0.537981141,0.894108298,0.832123703,0.856998969,0.884677562,0.684000737,0.999303986,0.87373177,0.880485626,0.295605612,0.000201306,0.1915269,0.784699117,0.967893299,0.975919139,0.981600523,0.999203347,0.636985417,0.680434875,0.693891245,0.999391798,0.008749438,0.953653696,0.614417557,0.999348058,0.999974491,0.147619066,0.534601976,0.770465527,0.969956185,0.999493548,0.448000789,0.99992349,0.587655136,0.848110396,0.751011704,0.228245856,0.00058004,0.611445932,0.932416665,0.999934615,0.985826191,0.966403883,0.939686741,0.999898385,5.90E-08,0.953213336,0.866287501,0.539604927,0.498960931,0.99062486,0.828835867,0.939196844,0.999972975,0.999157361,0.922570194,0.963221029,0.538762928,0.999473323,0.998540489,0.961471466,0.14840145,0.757087563,0.865646988,0.70748588,0.167941349
Rv1202,0.996536876,0.999353074,0.210775449,0.028815339,0.999994718,0.83054545,0.918849519,0.280708243,0.9991649,0.762840926,0.733460885,0.000222301,0.996402114,0.785312337,0.897923008,0.949245855,0.856437623,0.601422045,0.537320058,0.779526273,0.963848196,0.001202288,0.151555195,0.97594004,0.980159872,0.992747722,0.987655009,0.685636882,0.948057666,0.798792554,0.335753728,0.160329194,0.879073915,0.978924769,0.956510406,0.469213523,0.927858321,0.894802624,0.991643447,0.999472501,0.541093985,0.883212491,0.057587433,0.758634417,0.999725397,0.72547264,0.999279794,0.999986508,0.435860329,0.935538242,0.17202345,0.998889861,0.999587585,0.985205015,0.975735532,0.500397607,0.499948219,0.829418037,0.98226012,0.693337038,0.572795021,0.999656657,0.930287338,0.999889049,0.946766146,0.85035092,0.956846087,0.999836315,0.999608835,0.614028097,0.969909149,0.961822074,0.980529636,0.014023029,0.926005227,0.97844339,0.929438328,0.676796306,0.862735134,0.514111387,0.778537638,0.614745838,0.926149226,0.879220849,0.999135943,0.036117415,0.928236731,0.939891884,0.533441787,0.999456661,0.996510622,0.845485644,0.901812666,0.399905501,0.80066485,0.97925729,0.392396586,0.999226035,0.984690319,0.996302678,0.844968713,0.992900803,0.999977825,0.998660929,0.822665699,0.941636967,0.999348018,0.999869325,0.252538599,0.460275159,0.95311046,0.913113183,0.892095362,0.641606752,0.918546525,0.752158183,0.996198728,0.726531782,0.535742905,0.894856418,0.191342484,0.999733896,0.937943884,0.991208608,0.526110529,0.656699506,0.999473299,0.999031786,0.94537799,0.908221065,0.985922276,0.815774752,0.377384685,0.997347861,0.036036044,0.999691562,0.335822238,0.969763726,0.999775696,0.885632008,0.846946774,0.999571686,0.974920041,0.884144184,0.486573595,0.798242964,0.775657998,0.675401401,0.9918298,0.999303986,0.934987761,0.399579602,0.00093236,0.984136435,0.032229135,0.932727665,0.944042381,0.72664501,0.901362421,0.891977775,0.04712564,0.512203624,0.897443452,0.999391798,0.00477085,0.97541453,0.21632848,0.999348058,0.999974491,0.77821687,0.372594664,0.601579377,0.969956185,0.999493548,0.320192536,0.99992349,0.730868958,0.892404134,0.915330671,0.901347833,0.555737269,0.7603743,0.602435929,0.999934615,0.864041218,0.974222249,0.594802512,0.999898385,0.41903892,0.800034717,0.96222095,0.795265686,4.53E-05,0.995043836,0.051467146,0.889505588,0.999972975,0.999157361,0.946655509,0.890008031,0.819947768,0.999473323,0.997533672,0.880678608,0.477578732,0.619473874,0.946804234,0.510427193,0.424915449
Rv1203c,0.999943875,0.998157692,0.483500289,0.852446833,0.999994718,0.903840013,0.69726948,0.139932654,0.885335019,0.965762722,0.685741633,0.725586041,0.98478357,0.841363108,0.888623829,0.652321673,0.803793408,0.842498498,0.599027318,0.510507123,0.336561553,0.364730949,0.849981912,0.613966274,0.871556415,0.952707738,0.407262995,0.589834875,0.948057666,0.810805902,0.797284083,0.841010393,0.937699129,0.98284763,0.802076709,0.630867924,0.90982215,0.129120843,0.98403601,0.999472501,0.280745173,0.668138741,0.000200366,0.983860624,0.999725397,0.9094801,0.999279794,0.999986508,0.387682532,0.935538242,0.129524838,0.998889861,0.999587585,0.856310552,0.994499224,0.24813982,0.78463337,0.603224953,0.993345989,0.048184238,0.820368862,0.999656657,0.91131801,0.999889049,0.670476782,0.800153208,0.956846087,0.999836315,0.999608835,0.946180362,0.971810088,0.929759331,0.79417788,0.708577345,0.981324434,0.99528552,0.960280437,0.899446458,0.698759493,0.896355241,0.838943096,0.816526503,0.450888409,0.887201085,0.999135943,0.109681239,0.587532958,0.991064816,0.66282091,0.999456661,0.987488624,0.962300241,0.858089031,0.941678215,0.999722366,0.93728966,0.709950227,0.999226035,0.984690319,0.858368672,0.714235901,0.951339017,0.999977825,0.998660929,0.833667442,0.929444937,0.999348018,0.999869325,0.004449033,0.992553755,0.756046697,0.987327691,0.119904067,0.95027483,0.770516598,0.751559958,0.997759476,0.51752515,0.985068677,0.876256273,0.218773639,0.999733896,0.021254543,0.99963532,0.752564012,0.490270942,0.994821572,0.999031786,0.906749346,0.910473231,0.158899358,0.172442116,0.615569392,0.973309177,0.240449525,0.999691562,0.937653195,0.882068666,0.999775696,0.860797326,0.734713198,0.999571686,0.895467448,0.773789578,0.94802717,0.794340128,0.430917365,0.768523254,0.848383792,0.999303986,0.474461645,0.793176593,0.556006573,0.53067291,0.287841247,0.174011916,0.987542617,0.646714059,0.187910572,0.883631324,0.036342535,0.519869396,0.315749361,0.999391798,0.013100527,0.953653696,0.023092607,0.999348058,0.999974491,0.385073886,0.578693449,0.588567879,0.988030927,0.999493548,0.706770777,0.99992349,0.046683754,0.75525808,0.744469404,0.913293499,0.588867667,0.475987069,0.52828936,0.999934615,0.495374721,0.997013678,0.909227272,0.999898385,0.656641587,0.781055846,0.997307064,0.271105304,0.17406401,0.99731997,0.846695682,0.319296124,0.999972975,0.999157361,0.936379638,0.851192744,0.632266583,0.999473323,0.998540489,0.991137892,1.62E-05,0.842161918,0.98412258,0.239835592,0.521097629
Rv1204c,0.997080516,0.993697449,0.916562874,0.214094119,0.999994718,0.724680602,0.990420033,0.609376461,0.994519134,0.85596525,0.337315256,0.010153457,0.980917721,0.895123237,0.983328773,0.984021167,0.985066094,0.40927166,0.239050605,0.954777736,0.331577718,0.004736311,0.871232966,0.526709506,0.878638977,0.978747965,0.105697039,0.475468338,0.97804798,0.342965939,0.063731611,0.06460442,0.976665741,0.926213516,0.43442557,0.89581619,0.7049197,0.107993116,0.98403601,0.667851209,0.634692962,0.989196418,0.000871232,0.380069254,0.999725397,0.718727533,0.999279794,0.999986508,0.926545385,0.936902411,0.210457491,0.998889861,0.999587585,0.965686685,0.984079814,0.409800791,0.238916635,0.896310712,0.976917741,2.52E-06,0.686272182,0.999656657,0.933272702,0.999889049,0.423190211,0.905416951,0.956846087,0.999836315,0.999608835,0.916625103,0.941585177,0.431744946,0.002817387,0.000126086,0.840391435,0.957600391,0.882094547,0.699261614,0.751861677,0.499035442,0.878074679,0.161447304,0.076903591,0.386933581,0.999135943,0.305318817,0.348340489,0.930995048,0.855181507,0.999456661,0.97613127,0.963566543,0.969372215,0.446086542,0.967670673,0.934757937,0.671461313,0.999226035,0.984690319,0.917037159,0.886528347,0.73274938,0.999977825,0.998660929,0.835220989,0.791610164,0.999348018,0.999869325,0.418730839,0.600763717,0.905453133,0.930978281,0.933459258,0.546240558,0.459387953,0.939976297,0.996198728,0.326643583,0.878787343,0.687436138,0.980068399,0.999733896,0.847230377,0.991208608,0.381936873,0.002569226,0.994821572,0.999031786,0.9912213,0.934395084,0.192078575,0.42517708,0.951830768,0.970930177,0.973480887,0.999691562,0.180892747,0.888047143,0.999775696,0.989828617,0.570828024,0.999571686,0.937735573,0.718131338,0.479206688,0.889264584,0.793600798,0.968695606,0.989113158,0.999303986,0.574625887,0.240800962,0.080242398,0.010746428,0.054292821,0.318684869,0.803368858,0.953572604,0.244730887,0.948250336,0.782961127,0.606063324,0.39855436,0.999391798,0.025326717,0.967104956,0.010335687,0.999348058,0.999974491,0.445357132,0.190749999,0.737753921,0.969956185,0.999493548,0.129844103,0.99992349,0.018092388,0.764439618,0.955299628,0.096796671,0.446597023,0.153951337,0.46115924,0.999934615,0.398227153,0.960196978,0.823063083,0.999898385,0.461961521,0.35325102,0.96222095,0.259129174,5.30E-07,0.99062486,0.951442744,0.99858699,0.999972975,0.999157361,0.936379638,0.797309807,0.944016732,0.999473323,0.997533672,0.807111046,0.0072631,0.487213626,0.918636102,0.839618293,0.078244772
Rv1205,0.985635143,0.998157692,0.476116173,0.099584112,0.999994718,0.983526693,0.825162478,0.865879957,0.987860534,0.913375178,0.480277228,0.572343153,0.980917721,0.861635174,0.728449905,0.976454552,0.993558597,0.075200882,0.963223371,0.830983157,0.893772311,0.063753133,0.959445694,0.955013856,0.876357194,0.952707738,0.756818784,0.965521917,0.996614063,0.990103484,0.468354903,0.038964162,0.981571761,0.995675399,0.953547368,0.234443337,0.99726578,0.981120432,0.98403601,2.02E-18,0.59081253,0.95745036,0.016066299,0.261628065,0.999725397,0.409195622,0.999279794,0.999986508,0.740496736,0.935538242,0.197207439,0.998889861,0.999587585,0.652489576,0.960262718,0.421159115,0.876126311,0.910732101,0.990723823,1.92E-09,0.604472796,0.999656657,0.898660232,0.999889049,0.902610876,0.581568206,0.957136151,0.999836315,0.999608835,0.804292375,0.823406393,0.572175338,0.002544927,2.40E-63,0.824418029,0.9363663,0.99863381,0.905030769,0.740830635,0.160377673,0.989704369,0.527227673,0.69922402,0.829602556,0.999135943,0.151253822,0.594760099,7.46E-12,0.324380741,0.999456661,0.996510622,0.925905543,0.319619624,0.413163936,0.834085449,0.864926323,0.861082587,0.999988364,0.984690319,0.81498881,0.732182397,0.762338563,0.999977825,0.998660929,0.979598614,0.7100789,0.999348018,0.999869325,0.97161039,0.840379392,0.776223467,0.798127289,0.772612024,0.919548885,0.957299561,0.929104534,0.996198728,0.860192498,0.570663164,0.905269902,0.996790723,0.999733896,0.102896738,0.99963532,0.504647505,0.000154278,0.999473299,0.999031786,0.905874919,0.992181869,0.122772493,0.260726046,0.966330735,0.970930177,0.860368674,0.999691562,0.898731023,0.914142447,0.999775696,0.935614844,0.19797697,0.999571686,0.748826558,0.58075107,0.695043573,0.64276228,0.480731741,0.616829271,0.891215569,0.999303986,0.965282175,0.609786547,0.055401061,0.332586234,0.181519669,0.801478591,0.955243513,0.770947873,0.952890553,0.950122999,0.712361632,0.69523275,0.843578956,0.999391798,0.036137573,0.953653696,0.631507614,0.999348058,0.999974491,0.900724141,0.903464676,0.703551094,0.994785896,0.999493548,0.270883213,0.99992349,0.255152625,0.486777987,0.61634064,0.363651112,0.961966167,0.693616874,0.875865751,0.999934615,0.495559649,0.971086329,0.968492459,0.999898385,5.25E-06,0.013297713,0.986558375,0.713523639,3.02E-27,0.968751261,0.195430152,0.82132132,0.999972975,0.999157361,0.907500496,0.878027032,0.533941549,0.999473323,0.997533672,0.977749264,0.000185736,0.568314263,0.883520424,0.936520377,0.469111603
